score,deciles
0.09284607,3
0.111090414,4
0.2197103,7
0.06677607,1
0.29826862,9
0.33157992,9
0.19026259,7
0.095946625,3
0.14397536,5
0.10462024,4
0.40413618,9
0.16620587,6
0.06960034,1
0.070893586,2
0.0673432,1
0.33843794,9
0.14545007,5
0.14234649,5
0.25542966,8
0.2737117,8
0.3333895,9
0.06160505,1
0.1303061,5
0.33413514,9
0.06160505,1
0.08780026,3
0.11597409,4
0.22014965,8
0.4031772,9
0.09715288,3
0.08818892,3
0.2450249,8
0.06653443,1
0.21851763,7
0.101823345,3
0.41404065,9
0.11467543,4
0.08219054,2
0.0707208,1
0.08992556,3
0.10909586,4
0.1824015,7
0.22497593,8
0.08794123,3
0.5532632,10
0.15958394,6
0.07313433,2
0.35103866,9
0.09328967,3
0.3701701,9
0.4496699,9
0.34167483,9
0.13518132,5
0.0672335,1
0.1718748,6
0.16626585,6
0.22467707,8
0.43362567,9
0.17510064,6
0.35862666,9
0.09190346,3
0.066739865,1
0.33788022,9
0.5185119,10
0.15450676,6
0.14236245,5
0.34710044,9
0.15450676,6
0.114467554,4
0.102963656,3
0.0712897,2
0.5802475,10
0.31412488,9
0.4194768,9
0.06783165,1
0.18653484,7
0.2606288,8
0.15584254,6
0.07311838,2
0.112540744,4
0.3003174,9
0.071292624,2
0.10124268,3
0.2634174,8
0.3870696,9
0.56198394,10
0.095433876,3
0.067522235,1
0.16120648,6
0.2397108,8
0.15450676,6
0.5520229,10
0.07250613,2
0.15348417,6
0.07091505,2
0.08389845,2
0.17931078,7
0.11894556,4
0.27586076,8
0.06160505,1
0.09032414,3
0.13759749,5
0.52388513,10
0.09580316,3
0.56519866,10
0.067052454,1
0.45626107,10
0.1196224,4
0.15450676,6
0.11337495,4
0.30316564,9
0.0672335,1
0.17300415,6
0.07122274,2
0.119139925,4
0.18579076,7
0.08465369,2
0.21571137,7
0.09987741,3
0.12353229,5
0.23092802,8
0.08349359,2
0.58460814,10
0.15093496,6
0.09635597,3
0.1939452,7
0.07548682,2
0.08893264,3
0.118288554,4
0.57700187,10
0.11101745,4
0.0718358,2
0.0912237,3
0.5502569,10
0.09326194,3
0.068095244,1
0.11956707,4
0.1980475,7
0.27501455,8
0.53748626,10
0.119736485,4
0.32382196,9
0.100793235,3
0.085048996,2
0.09480053,3
0.17941213,7
0.13765883,5
0.113880225,4
0.21989092,8
0.07272688,2
0.30768076,9
0.13773538,5
0.1314886,5
0.17547089,6
0.18740584,7
0.2205622,8
0.34060872,9
0.07801726,2
0.24739143,8
0.06208117,1
0.1242154,5
0.087920174,3
0.08349308,2
0.11981439,4
0.10483894,4
0.08495222,2
0.11792289,4
0.08709999,3
0.33272377,9
0.101249814,3
0.15450676,6
0.19463913,7
0.17974678,7
0.07549244,2
0.14952382,5
0.06160505,1
0.22484246,8
0.09493328,3
0.55313027,10
0.22779198,8
0.18052268,7
0.44239345,9
0.21690549,7
0.094531626,3
0.09509664,3
0.0707208,1
0.1519598,6
0.06655331,1
0.07082434,1
0.13353832,5
0.10660664,4
0.17510064,6
0.34917504,9
0.10857637,4
0.09134887,3
0.17249878,6
0.28735816,8
0.38710225,9
0.1296349,5
0.06404589,1
0.07082434,1
0.07612981,2
0.22324972,8
0.09448523,3
0.070949905,2
0.11806762,4
0.0779678,2
0.25543675,8
0.17769536,7
0.36999753,9
0.30960372,9
0.19938034,7
0.123993024,5
0.1685252,6
0.0672335,1
0.2389073,8
0.1833234,7
0.08111401,2
0.37988263,9
0.1714015,6
0.14743303,5
0.15005983,5
0.29806432,9
0.5999061,10
0.10303661,4
0.10812781,4
0.09382947,3
0.40422654,9
0.10809169,4
0.275155,8
0.108557925,4
0.22123638,8
0.26188362,8
0.5605792,10
0.072073676,2
0.14634532,5
0.5638238,10
0.22131816,8
0.15183182,6
0.29430422,9
0.22446512,8
0.2087086,7
0.2018264,7
0.31849286,9
0.28811076,8
0.15530042,6
0.116603255,4
0.12477659,5
0.24623966,8
0.15348417,6
0.18747216,7
0.27573928,8
0.0672335,1
0.07162349,2
0.36906907,9
0.11101745,4
0.25100008,8
0.06160505,1
0.5861096,10
0.3345241,9
0.19457565,7
0.06404589,1
0.16521192,6
0.099104755,3
0.5427439,10
0.07272688,2
0.0707208,1
0.21568081,7
0.26535994,8
0.2018264,7
0.22041652,8
0.0707208,1
0.5747143,10
0.18734987,7
0.15430099,6
0.16758858,6
0.11901818,4
0.061873827,1
0.23530479,8
0.118950956,4
0.52244306,10
0.28458965,8
0.12190023,5
0.31275773,9
0.09184611,3
0.14327972,5
0.07780997,2
0.6016747,10
0.26428118,8
0.19351287,7
0.20747349,7
0.07184319,2
0.070873454,1
0.07311838,2
0.08022289,2
0.07272688,2
0.20264396,7
0.13451698,5
0.120263055,4
0.22057506,8
0.07936517,2
0.070949905,2
0.06160505,1
0.11561798,4
0.32666227,9
0.21856357,7
0.13714159,5
0.07986725,2
0.09636727,3
0.44524127,9
0.07803886,2
0.094854005,3
0.13540213,5
0.060630493,1
0.15014704,6
0.166632,6
0.2144871,7
0.10620156,4
0.17174426,6
0.111090414,4
0.5951808,10
0.09170281,3
0.068765715,1
0.18299906,7
0.14480199,5
0.090540685,3
0.12472505,5
0.45848918,10
0.12171679,4
0.0952831,3
0.07705575,2
0.3908053,9
0.11820468,4
0.12852255,5
0.12009729,4
0.5826703,10
0.22721463,8
0.57555497,10
0.4026975,9
0.1999866,7
0.5919861,10
0.07543495,2
0.07202496,2
0.31305057,9
0.19901687,7
0.072353914,2
0.2204965,8
0.36474505,9
0.08952693,3
0.4589244,10
0.16477875,6
0.077533975,2
0.5953591,10
0.15951592,6
0.36938077,9
0.08366187,2
0.18825269,7
0.3925043,9
0.12098807,4
0.30713144,9
0.06798441,1
0.39489955,9
0.15693125,6
0.11348267,4
0.40618163,9
0.32706422,9
0.32881826,9
0.10187368,3
0.3507204,9
0.098209865,3
0.2836251,8
0.0707208,1
0.5894308,10
0.17316706,6
0.072895244,2
0.2318877,8
0.22696318,8
0.27670506,8
0.22970556,8
0.2184133,7
0.07867356,2
0.10288307,3
0.07082434,1
0.06735251,1
0.06160505,1
0.3769662,9
0.071292624,2
0.5550435,10
0.074715845,2
0.12000271,4
0.44226173,9
0.13137297,5
0.5907799,10
0.4170321,9
0.33083066,9
0.07605522,2
0.18586493,7
0.116346724,4
0.10218279,3
0.15430099,6
0.48796907,10
0.15851109,6
0.061873827,1
0.07585474,2
0.14262453,5
0.08576626,3
0.14666957,5
0.13176431,5
0.072652124,2
0.10129204,3
0.08349308,2
0.5919861,10
0.15029247,6
0.0991981,3
0.113348305,4
0.18296158,7
0.09613908,3
0.10189822,3
0.27970862,8
0.28921893,8
0.22867015,8
0.14790983,5
0.13119484,5
0.15560177,6
0.14846297,5
0.12462923,5
0.116528,4
0.113856055,4
0.12468062,5
0.098996,3
0.070893586,2
0.18015309,7
0.47876728,10
0.16802557,6
0.091386124,3
0.0707208,1
0.10552712,4
0.15450676,6
0.10871153,4
0.10902175,4
0.23501372,8
0.1651083,6
0.06613113,1
0.22690019,8
0.29887027,9
0.18974131,7
0.5919861,10
0.5520229,10
0.22057506,8
0.06303045,1
0.11994085,4
0.07484296,2
0.0711532,2
0.22797279,8
0.44444114,9
0.20771153,7
0.16713859,6
0.064938985,1
0.090337835,3
0.17133364,6
0.17394172,6
0.17510064,6
0.06181155,1
0.0631504,1
0.13242666,5
0.14886501,5
0.06620069,1
0.56894606,10
0.22697201,8
0.38449207,9
0.21732123,7
0.09813111,3
0.5457608,10
0.09883208,3
0.12891921,5
0.060630493,1
0.31095266,9
0.48698518,10
0.07549244,2
0.22024363,8
0.060630493,1
0.18097757,7
0.2500518,8
0.17567475,6
0.55462515,10
0.55070436,10
0.0711532,2
0.25469255,8
0.37385845,9
0.07202496,2
0.44967887,9
0.08501566,2
0.55482256,10
0.5185119,10
0.24463747,8
0.363442,9
0.117638215,4
0.32663554,9
0.15450676,6
0.13101162,5
0.58218783,10
0.60418594,10
0.32297164,9
0.06181155,1
0.11916503,4
0.08207084,2
0.16188923,6
0.08689335,3
0.06181155,1
0.114965074,4
0.4619831,10
0.18467106,7
0.10490635,4
0.101953834,3
0.060630493,1
0.15450676,6
0.122823395,5
0.21306436,7
0.118552744,4
0.15430099,6
0.27445218,8
0.106934614,4
0.105098546,4
0.1270871,5
0.11386881,4
0.16548994,6
0.1862646,7
0.22003652,8
0.17788158,7
0.106987454,4
0.31298932,9
0.07282076,2
0.107086346,4
0.11092824,4
0.0672335,1
0.5847719,10
0.117352046,4
0.121967494,5
0.24319239,8
0.09954736,3
0.22239265,8
0.077678755,2
0.34157196,9
0.20717564,7
0.5716439,10
0.18898131,7
0.09207885,3
0.21306436,7
0.13904962,5
0.08161477,2
0.4033976,9
0.061873827,1
0.32938212,9
0.56732225,10
0.23540018,8
0.31298932,9
0.07278115,2
0.10610085,4
0.0672335,1
0.10038728,3
0.2257578,8
0.14762574,5
0.19655886,7
0.21006773,7
0.07941209,2
0.13662994,5
0.08518264,2
0.06181155,1
0.060630493,1
0.07441231,2
0.20747349,7
0.5583538,10
0.114003584,4
0.07324191,2
0.22217302,8
0.08253334,2
0.061354578,1
0.07162349,2
0.11101745,4
0.083236,2
0.21779643,7
0.060630493,1
0.15158094,6
0.108212166,4
0.16481432,6
0.11676728,4
0.5185119,10
0.09213169,3
0.4297005,9
0.17687483,7
0.07193404,2
0.3092991,9
0.54769474,10
0.09472463,3
0.11557418,4
0.21826631,7
0.21862034,7
0.5185119,10
0.13464795,5
0.12926075,5
0.13667251,5
0.17304647,6
0.18213901,7
0.19599542,7
0.06089529,1
0.45659837,10
0.15788242,6
0.15537205,6
0.13464795,5
0.101627745,3
0.10850938,4
0.11101745,4
0.17297067,6
0.12968305,5
0.060801987,1
0.06089529,1
0.200184,7
0.18172683,7
0.25999308,8
0.23070964,8
0.23182872,8
0.062234737,1
0.092919946,3
0.37920883,9
0.070873454,1
0.10403903,4
0.5847719,10
0.1589,6
0.12416551,5
0.15241659,6
0.2006854,7
0.502993,10
0.30149153,9
0.095003955,3
0.14886501,5
0.14635763,5
0.11855199,4
0.0673432,1
0.104686566,4
0.11013666,4
0.07687313,2
0.13663259,5
0.60432965,10
0.15450676,6
0.54425246,10
0.11374204,4
0.06357551,1
0.17264593,6
0.06823769,1
0.072073676,2
0.062097166,1
0.08964193,3
0.563246,10
0.07228408,2
0.070873454,1
0.07206211,2
0.20688362,7
0.06290646,1
0.103564456,4
0.08776328,3
0.39384428,9
0.20608637,7
0.08303121,2
0.12576716,5
0.08152434,2
0.17140801,6
0.10912527,4
0.16682714,6
0.11966859,4
0.58218783,10
0.11705858,4
0.21844764,7
0.35896885,9
0.113642186,4
0.2615758,8
0.11930862,4
0.1768216,7
0.086204916,3
0.15735297,6
0.11139182,4
0.16668005,6
0.29572982,9
0.28389117,8
0.11089447,4
0.1166218,4
0.13632645,5
0.07272688,2
0.16276532,6
0.13528505,5
0.30617577,9
0.16628374,6
0.09205988,3
0.25992537,8
0.21984874,8
0.15183182,6
0.42488298,9
0.14410658,5
0.2827841,8
0.09425809,3
0.19045298,7
0.11689946,4
0.24104652,8
0.14935029,5
0.1690855,6
0.10615113,4
0.2018264,7
0.07162349,2
0.37373796,9
0.25422674,8
0.068054795,1
0.33006904,9
0.5861096,10
0.11861379,4
0.13207346,5
0.18448694,7
0.59545714,10
0.5831282,10
0.13193029,5
0.32061082,9
0.15763186,6
0.16046262,6
0.07032092,1
0.083112836,2
0.11715072,4
0.3231524,9
0.097240254,3
0.36570814,9
0.5348944,10
0.10459061,4
0.24638806,8
0.16702601,6
0.18541677,7
0.3200993,9
0.22409679,8
0.13081966,5
0.08852647,3
0.06181155,1
0.114764914,4
0.55313027,10
0.2144871,7
0.12235206,5
0.32259014,9
0.12013141,4
0.118911564,4
0.15188596,6
0.100988485,3
0.16308181,6
0.21110474,7
0.1965862,7
0.24638806,8
0.1776069,7
0.5810184,10
0.42954814,9
0.20747349,7
0.0952831,3
0.07687313,2
0.15450676,6
0.15450676,6
0.13765647,5
0.0711532,2
0.070949905,2
0.107525855,4
0.081881404,2
0.61536735,10
0.4146999,9
0.23237956,8
0.18250751,7
0.5541414,10
0.46525627,10
0.33272216,9
0.21626906,7
0.14886501,5
0.06160505,1
0.14315394,5
0.16367283,6
0.34906873,9
0.066637605,1
0.070873454,1
0.083633706,2
0.117392644,4
0.18897666,7
0.07311838,2
0.1174524,4
0.15607062,6
0.18436451,7
0.28590196,8
0.34089854,9
0.095961764,3
0.26911166,8
0.13034075,5
0.21438432,7
0.22067094,8
0.2706903,8
0.33398715,9
0.13003987,5
0.19324821,7
0.14714259,5
0.5541414,10
0.0712669,2
0.21557094,7
0.14504659,5
0.11667599,4
0.15735297,6
0.07082434,1
0.09355511,3
0.08357868,2
0.12000287,4
0.17266439,6
0.087252796,3
0.0707208,1
0.23179625,8
0.14792034,5
0.13677363,5
0.11201671,4
0.0711532,2
0.0707208,1
0.28815973,8
0.25744548,8
0.121016584,4
0.116031505,4
0.062164094,1
0.17303142,6
0.06642303,1
0.31569424,9
0.107582964,4
0.060940955,1
0.5980858,10
0.61230874,10
0.18457617,7
0.16092312,6
0.08426701,2
0.26361823,8
0.30984825,9
0.22948782,8
0.55759925,10
0.07187062,2
0.15207903,6
0.21779643,7
0.30899164,9
0.063751176,1
0.14055796,5
0.21451674,7
0.31339708,9
0.13319825,5
0.18080382,7
0.15005983,5
0.11571458,4
0.28358638,8
0.29191935,8
0.55462515,10
0.06655331,1
0.16346064,6
0.07445496,2
0.0701995,1
0.060630493,1
0.11101745,4
0.06371899,1
0.18780796,7
0.23416571,8
0.08719786,3
0.22378391,8
0.1434182,5
0.10770838,4
0.13592334,5
0.08704262,3
0.1193687,4
0.0707208,1
0.17810908,7
0.2789631,8
0.38395262,9
0.0687595,1
0.089267515,3
0.28307498,8
0.08827654,3
0.09850192,3
0.23467174,8
0.10980979,4
0.10891214,4
0.07173227,2
0.088341966,3
0.16056997,6
0.33224624,9
0.15186153,6
0.08839415,3
0.2061879,7
0.23033202,8
0.41618523,9
0.18987319,7
0.17228124,6
0.070873454,1
0.29414293,9
0.1151893,4
0.2279815,8
0.24930096,8
0.15183182,6
0.086982965,3
0.23276763,8
0.0673432,1
0.17228124,6
0.09091989,3
0.14066648,5
0.070873454,1
0.07272688,2
0.066139564,1
0.23390041,8
0.54684234,10
0.36162665,9
0.13039586,5
0.13222615,5
0.2737149,8
0.27214885,8
0.1103347,4
0.094811685,3
0.11273773,4
0.11580453,4
0.19272801,7
0.5597125,10
0.22994508,8
0.1669151,6
0.58906764,10
0.115411624,4
0.097056925,3
0.34174022,9
0.150761,6
0.28687993,8
0.071647234,2
0.061354578,1
0.16901103,6
0.35212496,9
0.10368379,4
0.25261903,8
0.14545007,5
0.19025439,7
0.08349308,2
0.06297272,1
0.08535716,2
0.118460596,4
0.10084,3
0.593781,10
0.09559268,3
0.06626444,1
0.5343628,10
0.12270209,5
0.07335529,2
0.5940607,10
0.30036122,9
0.071292624,2
0.111090414,4
0.07162349,2
0.060630493,1
0.06297272,1
0.14922604,5
0.5071375,10
0.3225214,9
0.19581158,7
0.2337056,8
0.08952584,3
0.07941209,2
0.06653443,1
0.08623274,3
0.5693807,10
0.11348267,4
0.21514226,7
0.25526902,8
0.2146918,7
0.11009526,4
0.06160505,1
0.3199095,9
0.068095244,1
0.55313027,10
0.23981793,8
0.49741974,10
0.36483172,9
0.06404589,1
0.14939359,5
0.09652504,3
0.14604132,5
0.5913681,10
0.06653443,1
0.20747349,7
0.55462515,10
0.24868439,8
0.08224252,2
0.47219583,10
0.19599935,7
0.24833994,8
0.108212166,4
0.31142527,9
0.071292624,2
0.18234952,7
0.13666354,5
0.07202496,2
0.22065838,8
0.12611318,5
0.11719852,4
0.10682048,4
0.06160505,1
0.13718548,5
0.20876224,7
0.20038255,7
0.11836654,4
0.14886501,5
0.15005983,5
0.19719827,7
0.11633892,4
0.5784422,10
0.16116035,6
0.24916263,8
0.09482736,3
0.35063627,9
0.22424445,8
0.0672335,1
0.11684353,4
0.1042326,4
0.117535874,4
0.22091721,8
0.41384,9
0.07339162,2
0.33155084,9
0.14569683,5
0.06968314,1
0.08249121,2
0.24973433,8
0.099923186,3
0.26069555,8
0.079464644,2
0.088707805,3
0.25862926,8
0.060630493,1
0.12395822,5
0.20451668,7
0.08845253,3
0.21777664,7
0.281301,8
0.07173227,2
0.15111703,6
0.5861453,10
0.15450676,6
0.16368227,6
0.17252348,6
0.20685805,7
0.611969,10
0.2055685,7
0.5549043,10
0.09629083,3
0.19971623,7
0.16406108,6
0.09166429,3
0.113313824,4
0.09632592,3
0.6134973,10
0.12037512,4
0.08921606,3
0.26294255,8
0.6149694,10
0.196185,7
0.5108818,10
0.26897237,8
0.0707208,1
0.116528,4
0.5861096,10
0.15790981,6
0.28927043,8
0.06693937,1
0.16035785,6
0.37081984,9
0.21229425,7
0.13440365,5
0.26618218,8
0.22415873,8
0.13972306,5
0.5890847,10
0.28145325,8
0.12209849,5
0.0672335,1
0.12917049,5
0.3982157,9
0.36038122,9
0.13538587,5
0.5500895,10
0.10018512,3
0.06719403,1
0.07359572,2
0.17726235,7
0.1184146,4
0.06653443,1
0.16053513,6
0.22505577,8
0.5303235,10
0.071019255,2
0.54704046,10
0.1296349,5
0.105634786,4
0.070873454,1
0.11702779,4
0.5458352,10
0.2159368,7
0.21456276,7
0.07272688,2
0.10544732,4
0.23259777,8
0.13285187,5
0.08663695,3
0.11586793,4
0.103913635,4
0.22395392,8
0.5193253,10
0.21815644,7
0.15450676,6
0.1020438,3
0.060630493,1
0.5889902,10
0.22057506,8
0.15005983,5
0.118911564,4
0.1896501,7
0.06768792,1
0.06160505,1
0.06768792,1
0.32682103,9
0.55895853,10
0.26959944,8
0.1787113,7
0.118486404,4
0.31031528,9
0.07082434,1
0.074212894,2
0.5844564,10
0.0672335,1
0.17228124,6
0.08897974,3
0.08386155,2
0.2040419,7
0.069868796,1
0.4189005,9
0.15219516,6
0.06181155,1
0.098742366,3
0.25796297,8
0.25305998,8
0.061873827,1
0.15005983,5
0.5861096,10
0.07202496,2
0.09194609,3
0.116603255,4
0.0638989,1
0.10249892,3
0.32419258,9
0.11874225,4
0.1239944,5
0.15430099,6
0.3224576,9
0.34053814,9
0.13478418,5
0.3142727,9
0.2088858,7
0.10849911,4
0.15999006,6
0.0739909,2
0.08844792,3
0.109919444,4
0.5481684,10
0.2285044,8
0.53797835,10
0.16756354,6
0.11798687,4
0.11145794,4
0.1206,4
0.22893478,8
0.070873454,1
0.14639208,5
0.075871654,2
0.07187715,2
0.07162349,2
0.07038844,1
0.07173227,2
0.10602173,4
0.087114096,3
0.28094664,8
0.18044284,7
0.09890712,3
0.10416343,4
0.07272187,2
0.0672335,1
0.09916876,3
0.20340027,7
0.21306436,7
0.08299433,2
0.16825968,6
0.196185,7
0.5861096,10
0.07339162,2
0.15430099,6
0.49013743,10
0.14886501,5
0.093762144,3
0.15348417,6
0.11387999,4
0.0707208,1
0.067652,1
0.0690971,1
0.093363285,3
0.077801555,2
0.21708237,7
0.08854646,3
0.14906245,5
0.12274055,5
0.2389073,8
0.12837319,5
0.3970344,9
0.6014582,10
0.098055005,3
0.06181155,1
0.36448452,9
0.0707208,1
0.14886501,5
0.20985723,7
0.060630493,1
0.07295951,2
0.15784083,6
0.15450676,6
0.062174547,1
0.40217185,9
0.13397297,5
0.22171609,8
0.18340187,7
0.16655919,6
0.35867238,9
0.38160944,9
0.0707208,1
0.5185119,10
0.14811985,5
0.21451674,7
0.102895655,3
0.34005967,9
0.14886501,5
0.104686566,4
0.098616496,3
0.1659341,6
0.31711128,9
0.10128681,3
0.10179745,3
0.2821019,8
0.1242154,5
0.07696184,2
0.110723525,4
0.07111072,2
0.09350011,3
0.11832832,4
0.5513552,10
0.067876264,1
0.4047095,9
0.14335337,5
0.06208117,1
0.21526659,7
0.32507265,9
0.15450676,6
0.15450676,6
0.09677359,3
0.19389856,7
0.33968875,9
0.11706604,4
0.21304174,7
0.22292095,8
0.16019326,6
0.39107138,9
0.15724662,6
0.11702779,4
0.16750549,6
0.6016747,10
0.23002054,8
0.11702779,4
0.5438656,10
0.17754143,7
0.11597409,4
0.29042065,8
0.2249716,8
0.12861432,5
0.6145025,10
0.41249576,9
0.5980858,10
0.08040694,2
0.06160505,1
0.06089529,1
0.16463737,6
0.09313347,3
0.06781496,1
0.070873454,1
0.07245308,2
0.59527,10
0.16396506,6
0.13464795,5
0.20558776,7
0.15751655,6
0.07779764,2
0.22057506,8
0.15842524,6
0.0672335,1
0.13973448,5
0.15939124,6
0.13509512,5
0.0672335,1
0.117752105,4
0.34979814,9
0.07078995,1
0.33976036,9
0.087732546,3
0.26180294,8
0.58773273,10
0.08881724,3
0.24097101,8
0.095538974,3
0.099923186,3
0.11317079,4
0.15450676,6
0.417629,9
0.15348417,6
0.32970142,9
0.06758899,1
0.08644141,3
0.15983601,6
0.15735297,6
0.0961179,3
0.2071219,7
0.15450676,6
0.15183182,6
0.06192017,1
0.31484365,9
0.10965581,4
0.30919248,9
0.23942852,8
0.10140885,3
0.07372938,2
0.0711532,2
0.0711532,2
0.14541134,5
0.08949707,3
0.095961764,3
0.12618737,5
0.14669475,5
0.61406183,10
0.56198394,10
0.55482256,10
0.07245308,2
0.1923136,7
0.06160505,1
0.0672335,1
0.18224353,7
0.0672335,1
0.06160505,1
0.09951069,3
0.1242154,5
0.06181155,1
0.07082434,1
0.25218144,8
0.12416551,5
0.07162349,2
0.1705202,6
0.117379665,4
0.15261418,6
0.33360064,9
0.116366655,4
0.20201679,7
0.21345882,7
0.093167774,3
0.24827546,8
0.116094016,4
0.15849535,6
0.13718548,5
0.11997088,4
0.5796047,10
0.13771491,5
0.24509248,8
0.2331906,8
0.16082473,6
0.5810184,10
0.07239627,2
0.060630493,1
0.55462515,10
0.27870882,8
0.085053,2
0.35700655,9
0.116603255,4
0.1335447,5
0.15597367,6
0.5809689,10
0.43008405,9
0.0707208,1
0.08902585,3
0.11676728,4
0.14849043,5
0.1721356,6
0.60771865,10
0.1336889,5
0.23292568,8
0.21785808,7
0.063769236,1
0.07834769,2
0.08724957,3
0.38159493,9
0.08788685,3
0.1867975,7
0.121172436,4
0.11702779,4
0.5903013,10
0.5947243,10
0.35672852,9
0.08864987,3
0.5425099,10
0.32421845,9
0.22334251,8
0.06653443,1
0.07272688,2
0.09770144,3
0.41643026,9
0.28331625,8
0.10897831,4
0.44752666,9
0.0730984,2
0.09451036,3
0.08050611,2
0.06655331,1
0.070873454,1
0.11676728,4
0.14418694,5
0.61631393,10
0.06160505,1
0.27793112,8
0.3158267,9
0.11842474,4
0.5920223,10
0.55626523,10
0.18238482,7
0.09296378,3
0.1718748,6
0.54999137,10
0.094232105,3
0.31141692,9
0.3817457,9
0.09125167,3
0.12506181,5
0.09581916,3
0.31499535,9
0.07549244,2
0.14447194,5
0.084206596,2
0.1047759,4
0.080441624,2
0.09608405,3
0.53627133,10
0.07637823,2
0.17033774,6
0.16032691,6
0.14262824,5
0.122308336,5
0.14886501,5
0.060630493,1
0.18294084,7
0.16848664,6
0.228173,8
0.11894556,4
0.06915179,1
0.3136749,9
0.1320274,5
0.18325344,7
0.20607017,7
0.072895244,2
0.31758764,9
0.14387599,5
0.091790125,3
0.17268996,6
0.08181076,2
0.09949964,3
0.15430099,6
0.35774952,9
0.58850354,10
0.53627133,10
0.20697571,7
0.11014722,4
0.60206795,10
0.096954666,3
0.54999137,10
0.08955008,3
0.15786187,6
0.140276,5
0.11916503,4
0.21591683,7
0.12619732,5
0.5944075,10
0.1174524,4
0.07728572,2
0.14886501,5
0.1010105,3
0.10437886,4
0.0707208,1
0.11213822,4
0.10462611,4
0.35514745,9
0.20396677,7
0.08823133,3
0.28485692,8
0.110030055,4
0.10661241,4
0.17276387,6
0.10013636,3
0.1872504,7
0.095961764,3
0.15006492,6
0.26587483,8
0.11911473,4
0.14048198,5
0.3282604,9
0.10568006,4
0.106728554,4
0.12541507,5
0.113642186,4
0.21695486,7
0.31574473,9
0.13440035,5
0.2177977,7
0.32883167,9
0.20174952,7
0.116603255,4
0.12612823,5
0.07162349,2
0.18092482,7
0.098616496,3
0.22432111,8
0.11894556,4
0.06160505,1
0.11854642,4
0.12043536,4
0.10734848,4
0.10047536,3
0.21574493,7
0.19593781,7
0.06160505,1
0.2576019,8
0.08658837,3
0.098195784,3
0.107118726,4
0.06354819,1
0.15735297,6
0.122349605,5
0.08389845,2
0.16989118,6
0.21451674,7
0.08631714,3
0.070873454,1
0.06160505,1
0.13376468,5
0.5890174,10
0.0798874,2
0.08110892,2
0.11085894,4
0.24159351,8
0.55462515,10
0.22482078,8
0.3090451,9
0.6177475,10
0.42369476,9
0.07202496,2
0.0672335,1
0.10256339,3
0.087211885,3
0.45101038,9
0.06208117,1
0.22985409,8
0.10240094,3
0.12365786,5
0.12612823,5
0.59363896,10
0.5857716,10
0.101248465,3
0.070873454,1
0.16024211,6
0.08591809,3
0.12475877,5
0.10334127,4
0.06996033,1
0.11749246,4
0.15453272,6
0.52708215,10
0.09783585,3
0.08796329,3
0.0994917,3
0.102462225,3
0.21912088,7
0.08304987,2
0.611969,10
0.5532632,10
0.15005983,5
0.0672335,1
0.4017318,9
0.17375061,6
0.1172706,4
0.07272688,2
0.09742264,3
0.56486106,10
0.1151101,4
0.08450845,2
0.060630493,1
0.094404705,3
0.11676728,4
0.06160505,1
0.16758858,6
0.24377109,8
0.11161419,4
0.0672335,1
0.13264601,5
0.18092482,7
0.43310446,9
0.123293735,5
0.19758353,7
0.26453096,8
0.10160057,3
0.14995886,5
0.11901263,4
0.21451674,7
0.14521623,5
0.18676576,7
0.15348417,6
0.31035677,9
0.26126304,8
0.1933011,7
0.1175356,4
0.56152976,10
0.11811183,4
0.0672335,1
0.10480185,4
0.22197884,8
0.20423505,7
0.07652972,2
0.5889249,10
0.29302683,9
0.5383995,10
0.32507265,9
0.4434415,9
0.13811103,5
0.19109762,7
0.123248346,5
0.26696557,8
0.23213431,8
0.0673432,1
0.14819477,5
0.09284407,3
0.14085002,5
0.40225977,9
0.104694456,4
0.18171686,7
0.15188596,6
0.22689347,8
0.09665204,3
0.070873454,1
0.25433958,8
0.1973029,7
0.103913635,4
0.31442913,9
0.2480744,8
0.070873454,1
0.115228996,4
0.2033182,7
0.06089529,1
0.08719259,3
0.0934667,3
0.10350887,4
0.11318999,4
0.0672335,1
0.28220809,8
0.118911564,4
0.19598232,7
0.18527259,7
0.31412488,9
0.55462515,10
0.15298903,6
0.06160505,1
0.14482717,5
0.122045115,5
0.06727809,1
0.15450676,6
0.08903467,3
0.15005983,5
0.39200413,9
0.22019513,8
0.15151809,6
0.18092293,7
0.121359214,4
0.09349608,3
0.28809476,8
0.07272688,2
0.22758761,8
0.19128555,7
0.11539887,4
0.099923186,3
0.6050317,10
0.111162856,4
0.34166905,9
0.20328048,7
0.118240006,4
0.2596854,8
0.22395466,8
0.18660069,7
0.31438768,9
0.11801821,4
0.0672335,1
0.5847719,10
0.36465612,9
0.061067484,1
0.12149782,4
0.096260495,3
0.07428657,2
0.28937522,8
0.13718548,5
0.061873827,1
0.07785766,2
0.16254258,6
0.18756975,7
0.21306436,7
0.061873827,1
0.24086651,8
0.07387247,2
0.12477659,5
0.3305327,9
0.06160505,1
0.15450676,6
0.09052392,3
0.12440516,5
0.14155453,5
0.15450676,6
0.2082272,7
0.20717569,7
0.06699906,1
0.22660923,8
0.5707318,10
0.123803996,5
0.062340014,1
0.08788368,3
0.13432656,5
0.32217017,9
0.14906451,5
0.13701923,5
0.15450676,6
0.06160505,1
0.33174285,9
0.21732123,7
0.12972413,5
0.38647884,9
0.31884992,9
0.5520382,10
0.36691862,9
0.13297355,5
